model.h5,test data,model name, AUC, pearson correlation coefficient
MSC.po,HCmerge.po,onehot_dense,0.617831254,0.230330543
SX.po,AO.po,onehot_dense,0.662098956,0.307111016
NPC.po,LI11.po,onehot_cnn_one_branch,0.553942449,0.081682178
SX.po,AO.po,onehot_resnet18,0.616321826,0.188039527
LI11.po,SX.po,onehot_resnet18,0.579888046,0.114184213
MSC.po,HCmerge.po,onehot_resnet18,0.590847827,0.160433237
NPC.po,LI11.po,onehot_cnn_two_branch,0.615971435,0.168472051
SX.po,AO.po,embedding_cnn_one_branch,0.642737003,0.259613174
MSC.po,HCmerge.po,embedding_cnn_one_branch,0.594861985,0.178257742
LI11.po,SX.po,embedding_cnn_one_branch,0.560044516,0.109671493
NPC.po,LI11.po,onehot_embedding_dense,0.598596933,0.210870983
SX.po,AO.po,embedding_cnn_two_branch,0.641227064,0.260789953
NPC.po,LI11.po,onehot_dense,0.591875656,0.156718928
MSC.po,HCmerge.po,embedding_cnn_two_branch,0.60218687,0.194654664
SX.po,AO.po,embedding_dense,0.64517393,0.27636176
LI11.po,SX.po,embedding_cnn_two_branch,0.586098746,0.155383273
NPC.po,LI11.po,onehot_resnet18,0.514278513,0.031252007
SX.po,AO.po,onehot_embedding_cnn_one_branch,0.646464067,0.254309457
MSC.po,HCmerge.po,embedding_dense,0.619918537,0.213981537
LI11.po,SX.po,embedding_dense,0.547768362,0.089854649
NPC.po,LI11.po,embedding_cnn_one_branch,0.579399686,0.138376643
SX.po,AO.po,onehot_embedding_cnn_two_branch,0.633209098,0.23212652
MSC.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.628767924,0.224824779
NPC.po,LI11.po,embedding_cnn_two_branch,0.526838378,0.059383019
LI11.po,SX.po,onehot_embedding_cnn_one_branch,0.596862063,0.171014098
SX.po,LI11.po,onehot_cnn_one_branch,0.672060491,0.283737422
MSC.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.619894816,0.220014862
NPC.po,LI11.po,embedding_dense,0.52255404,0.045118764
SX.po,LI11.po,onehot_cnn_two_branch,0.701411468,0.3425815
LI11.po,SX.po,onehot_embedding_cnn_two_branch,0.598666864,0.175407009
NPC.po,LI11.po,onehot_embedding_cnn_one_branch,0.570805658,0.132735965
MSC.po,SX.po,onehot_cnn_one_branch,0.632610649,0.216586769
SX.po,LI11.po,onehot_embedding_dense,0.724490653,0.394565127
NPC.po,LI11.po,onehot_embedding_cnn_two_branch,0.593334347,0.178010648
SX.po,LI11.po,onehot_dense,0.705637471,0.359644559
LI11.po,X5628FC.po,onehot_cnn_one_branch,0.591235458,0.143348408
NPC.po,CM.po,onehot_cnn_one_branch,0.588289225,0.129981956
MSC.po,SX.po,onehot_cnn_two_branch,0.641056318,0.205480915
SX.po,LI11.po,onehot_resnet18,0.684587272,0.313034241
NPC.po,CM.po,onehot_cnn_two_branch,0.628064745,0.206456923
LI11.po,X5628FC.po,onehot_cnn_two_branch,0.594439312,0.154793285
SX.po,LI11.po,embedding_cnn_one_branch,0.675640961,0.298790152
MSC.po,SX.po,onehot_embedding_dense,0.658251585,0.284803858
NPC.po,CM.po,onehot_embedding_dense,0.62518431,0.225688911
SX.po,LI11.po,embedding_cnn_two_branch,0.689719279,0.332005668
SX.po,LI11.po,embedding_dense,0.679333773,0.34204261
NPC.po,CM.po,onehot_dense,0.584087902,0.163158081
LI11.po,X5628FC.po,onehot_embedding_dense,0.619849706,0.217307503
MSC.po,SX.po,onehot_dense,0.65142199,0.287059886
SX.po,LI11.po,onehot_embedding_cnn_one_branch,0.661976711,0.279515364
NPC.po,CM.po,onehot_resnet18,0.518988658,0.055204824
LI11.po,X5628FC.po,onehot_dense,0.615016118,0.199687791
SX.po,LI11.po,onehot_embedding_cnn_two_branch,0.671567882,0.300119077
MSC.po,SX.po,onehot_resnet18,0.61483344,0.186329253
NPC.po,CM.po,embedding_cnn_one_branch,0.578744139,0.153700511
SX.po,CM.po,onehot_cnn_one_branch,0.673582231,0.275917202
LI11.po,X5628FC.po,onehot_resnet18,0.556907297,0.084341105
NPC.po,CM.po,embedding_cnn_two_branch,0.501498223,-0.011987778
MSC.po,SX.po,embedding_cnn_one_branch,0.64610623,0.258529341
NPC.po,CM.po,embedding_dense,0.522215763,0.034413657
SX.po,CM.po,onehot_cnn_two_branch,0.686613894,0.322384129
LI11.po,X5628FC.po,embedding_cnn_one_branch,0.561108197,0.107429605
MSC.po,SX.po,embedding_cnn_two_branch,0.629911358,0.232443365
NPC.po,CM.po,onehot_embedding_cnn_one_branch,0.583957199,0.161437685
SX.po,CM.po,onehot_embedding_dense,0.707514178,0.370026736
MSC.po,SX.po,embedding_dense,0.65064318,0.262789751
LI11.po,X5628FC.po,embedding_cnn_two_branch,0.593605194,0.17131314
SX.po,CM.po,onehot_dense,0.705550567,0.353174295
NPC.po,CM.po,onehot_embedding_cnn_two_branch,0.579523972,0.155979747
SX.po,CM.po,onehot_resnet18,0.687036862,0.292754757
MSC.po,SX.po,onehot_embedding_cnn_one_branch,0.652673288,0.266614333
NPC.po,H1.po,onehot_cnn_one_branch,0.574846527,0.111189104
LI11.po,X5628FC.po,embedding_dense,0.536753122,0.0703399
SX.po,CM.po,embedding_cnn_one_branch,0.666104242,0.291902587
MSC.po,SX.po,onehot_embedding_cnn_two_branch,0.638641449,0.25504463
NPC.po,H1.po,onehot_cnn_two_branch,0.634552564,0.199308728
LI11.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.585433871,0.151606381
SX.po,CM.po,embedding_cnn_two_branch,0.653693096,0.276086535
NPC.po,H1.po,onehot_embedding_dense,0.638317102,0.226779646
SX.po,CM.po,embedding_dense,0.660361842,0.279444052
MSC.po,X5628FC.po,onehot_cnn_one_branch,0.633864455,0.229159036
LI11.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.576678593,0.143111
NPC.po,H1.po,onehot_dense,0.586850541,0.170021867
SX.po,CM.po,onehot_embedding_cnn_one_branch,0.662493383,0.280566151
NPC.po,H1.po,onehot_resnet18,0.563662057,0.119397999
MSC.po,X5628FC.po,onehot_cnn_two_branch,0.639636484,0.214123354
SX.po,CM.po,onehot_embedding_cnn_two_branch,0.635586812,0.239301601
SX.pp,ME.pp,onehot_cnn_one_branch,0.650643591,0.28266791
NPC.po,H1.po,embedding_cnn_one_branch,0.579786499,0.144994918
SX.po,H1.po,onehot_cnn_one_branch,0.616589627,0.198432751
MSC.po,X5628FC.po,onehot_embedding_dense,0.659439041,0.269220299
SX.pp,ME.pp,onehot_cnn_two_branch,0.633077339,0.254825202
NPC.po,H1.po,embedding_cnn_two_branch,0.523940171,0.042168939
SX.po,H1.po,onehot_cnn_two_branch,0.655638574,0.268469519
NPC.po,H1.po,embedding_dense,0.502511435,0.018132816
SX.pp,ME.pp,onehot_embedding_dense,0.658150352,0.233707281
MSC.po,X5628FC.po,onehot_dense,0.652491579,0.269970527
SX.po,H1.po,onehot_embedding_dense,0.653467167,0.290748097
SX.pp,ME.pp,onehot_dense,0.653282856,0.269794217
NPC.po,H1.po,onehot_embedding_cnn_one_branch,0.558432588,0.114827743
SX.po,H1.po,onehot_dense,0.659380134,0.289146611
MSC.po,X5628FC.po,onehot_resnet18,0.62298732,0.204653406
SX.pp,ME.pp,onehot_resnet18,0.624315846,0.172516196
NPC.po,H1.po,onehot_embedding_cnn_two_branch,0.537596697,0.086069822
SX.po,H1.po,onehot_resnet18,0.602207406,0.180615655
SX.pp,ME.pp,embedding_cnn_one_branch,0.644425087,0.257731025
NPC.po,TH1.po,onehot_cnn_one_branch,0.599152742,0.13924265
MSC.po,X5628FC.po,embedding_cnn_one_branch,0.659502489,0.280175118
SX.po,H1.po,embedding_cnn_one_branch,0.65306514,0.259087748
SX.pp,ME.pp,embedding_cnn_two_branch,0.643880662,0.250038409
NPC.po,TH1.po,onehot_cnn_two_branch,0.620359821,0.182231824
SX.po,H1.po,embedding_cnn_two_branch,0.638361063,0.248825576
MSC.po,X5628FC.po,embedding_cnn_two_branch,0.639854095,0.253521235
SX.pp,ME.pp,embedding_dense,0.621101916,0.233808266
NPC.po,TH1.po,onehot_embedding_dense,0.618034457,0.224917074
SX.po,H1.po,embedding_dense,0.630740422,0.238414556
SX.pp,ME.pp,onehot_embedding_cnn_one_branch,0.627700348,0.229314025
MSC.po,X5628FC.po,embedding_dense,0.669160445,0.293706794
NPC.po,TH1.po,onehot_dense,0.586585528,0.157242278
SX.po,H1.po,onehot_embedding_cnn_one_branch,0.629063574,0.220150907
SX.pp,ME.pp,onehot_embedding_cnn_two_branch,0.604442509,0.201203203
NPC.po,TH1.po,onehot_resnet18,0.534689067,0.065462783
SX.po,H1.po,onehot_embedding_cnn_two_branch,0.625782785,0.223726275
MSC.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.655903667,0.27116473
SX.pp,IMR90.pp,onehot_cnn_one_branch,0.638613694,0.244303425
NPC.po,TH1.po,embedding_cnn_one_branch,0.560863939,0.11660068
SX.po,TH1.po,onehot_cnn_one_branch,0.671318902,0.281945251
MSC.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.663831961,0.288308412
SX.pp,IMR90.pp,onehot_cnn_two_branch,0.654718962,0.295924034
NPC.po,TH1.po,embedding_cnn_two_branch,0.490099562,-0.029101308
SX.po,TH1.po,onehot_cnn_two_branch,0.677677107,0.29029672
SX.pp,IMR90.pp,onehot_embedding_dense,0.697911904,0.319370068
NPC.po,TH1.po,embedding_dense,0.534089778,0.061396627
SX.pp,IMR90.pp,onehot_dense,0.69523616,0.340949357
SX.po,TH1.po,onehot_embedding_dense,0.694494177,0.338290365
NPC.po,TH1.po,onehot_embedding_cnn_one_branch,0.556762006,0.108481195
SX.po,TH1.po,onehot_dense,0.699138877,0.350009262
SX.pp,IMR90.pp,onehot_resnet18,0.622703179,0.180864683
NPC.po,TH1.po,onehot_embedding_cnn_two_branch,0.566724275,0.123847953
TH1.po,NPC.po,onehot_cnn_one_branch,0.710279449,0.3798296
SX.pp,IMR90.pp,embedding_cnn_one_branch,0.655308642,0.276576291
SX.po,TH1.po,onehot_resnet18,0.666939441,0.270286465
NPC.po,IMR90.po,onehot_cnn_one_branch,0.570938103,0.109158198
TH1.po,NPC.po,onehot_cnn_two_branch,0.694227866,0.308267365
SX.pp,IMR90.pp,embedding_cnn_two_branch,0.640987654,0.244910529
SX.po,TH1.po,embedding_cnn_one_branch,0.662597911,0.282365243
TH1.po,NPC.po,onehot_embedding_dense,0.727989406,0.374855253
NPC.po,IMR90.po,onehot_cnn_two_branch,0.601358945,0.172191311
SX.pp,IMR90.pp,embedding_dense,0.582784163,0.149459823
TH1.po,NPC.po,onehot_dense,0.749040865,0.411772915
SX.po,TH1.po,embedding_cnn_two_branch,0.674206985,0.311273495
NPC.po,IMR90.po,onehot_embedding_dense,0.596560813,0.161053376
SX.pp,IMR90.pp,onehot_embedding_cnn_one_branch,0.655121328,0.273159075
TH1.po,NPC.po,onehot_resnet18,0.614365981,0.149761818
SX.po,TH1.po,embedding_dense,0.681427593,0.320167188
SX.pp,IMR90.pp,onehot_embedding_cnn_two_branch,0.660774798,0.286699224
NPC.po,IMR90.po,onehot_dense,0.574901748,0.134400199
TH1.po,NPC.po,embedding_cnn_one_branch,0.676972625,0.310238753
SX.po,TH1.po,onehot_embedding_cnn_one_branch,0.664838894,0.286114664
SX.pp,MSC.pp,onehot_cnn_one_branch,0.697847859,0.282589792
NPC.po,IMR90.po,onehot_resnet18,0.508222012,0.020234203
TH1.po,NPC.po,embedding_cnn_two_branch,0.680515298,0.313323489
SX.po,TH1.po,onehot_embedding_cnn_two_branch,0.663228282,0.282752202
SX.pp,MSC.pp,onehot_cnn_two_branch,0.661951515,0.273567627
TH1.po,NPC.po,embedding_dense,0.578149387,0.131365587
NPC.po,IMR90.po,embedding_cnn_one_branch,0.600612265,0.177773265
SX.po,IMR90.po,onehot_cnn_one_branch,0.634863965,0.203280404
SX.pp,MSC.pp,onehot_embedding_dense,0.695913718,0.296407839
TH1.po,NPC.po,onehot_embedding_cnn_one_branch,0.652842809,0.260835352
NPC.po,IMR90.po,embedding_cnn_two_branch,0.526219555,0.034192089
SX.pp,MSC.pp,onehot_dense,0.681407661,0.299081885
SX.po,IMR90.po,onehot_cnn_two_branch,0.645944581,0.254129589
TH1.po,NPC.po,onehot_embedding_cnn_two_branch,0.692035179,0.328201423
NPC.po,IMR90.po,embedding_dense,0.549564666,0.080722299
SX.pp,MSC.pp,onehot_resnet18,0.634693242,0.181891907
TH1.po,GM.po,onehot_cnn_one_branch,0.661160555,0.282329622
SX.po,IMR90.po,onehot_embedding_dense,0.65891706,0.282027412
NPC.po,IMR90.po,onehot_embedding_cnn_one_branch,0.56259512,0.120666663
SX.pp,MSC.pp,embedding_cnn_one_branch,0.676158745,0.307382877
TH1.po,GM.po,onehot_cnn_two_branch,0.738853685,0.380562749
SX.po,IMR90.po,onehot_dense,0.656636487,0.293822633
SX.pp,MSC.pp,embedding_cnn_two_branch,0.663291098,0.27387911
NPC.po,IMR90.po,onehot_embedding_cnn_two_branch,0.569035058,0.127299768
TH1.po,GM.po,onehot_embedding_dense,0.745873977,0.422928498
SX.po,IMR90.po,onehot_resnet18,0.62938777,0.207262596
SX.pp,MSC.pp,embedding_dense,0.613330488,0.214776064
NPC.po,MSC.po,onehot_cnn_one_branch,0.5445891,0.069260867
TH1.po,GM.po,onehot_dense,0.753492346,0.419177305
SX.pp,MSC.pp,onehot_embedding_cnn_one_branch,0.691915047,0.3115933
SX.po,IMR90.po,embedding_cnn_one_branch,0.665644881,0.294381752
TH1.po,GM.po,onehot_resnet18,0.636625133,0.232249324
SX.pp,MSC.pp,onehot_embedding_cnn_two_branch,0.671513918,0.305293269
NPC.po,MSC.po,onehot_cnn_two_branch,0.578659208,0.13946458
SX.po,IMR90.po,embedding_cnn_two_branch,0.656831981,0.284774892
TH1.po,GM.po,embedding_cnn_one_branch,0.735918111,0.408628263
SX.pp,AD2.pp,onehot_cnn_one_branch,0.63548011,0.244126734
TH1.po,GM.po,embedding_cnn_two_branch,0.721979185,0.380177632
SX.po,IMR90.po,embedding_dense,0.672041796,0.316288178
NPC.po,MSC.po,onehot_embedding_dense,0.590686079,0.16504133
SX.pp,AD2.pp,onehot_cnn_two_branch,0.651467764,0.291052685
TH1.po,GM.po,embedding_dense,0.595099217,0.16583264
SX.po,IMR90.po,onehot_embedding_cnn_one_branch,0.672104986,0.311288541
NPC.po,MSC.po,onehot_dense,0.554655604,0.09506446
SX.pp,AD2.pp,onehot_embedding_dense,0.646241427,0.317139069
TH1.po,GM.po,onehot_embedding_cnn_one_branch,0.720406588,0.364115834
SX.po,IMR90.po,onehot_embedding_cnn_two_branch,0.660378652,0.279454907
SX.pp,AD2.pp,onehot_dense,0.647174211,0.296244752
NPC.po,MSC.po,onehot_resnet18,0.532132345,0.061085847
TH1.po,GM.po,onehot_embedding_cnn_two_branch,0.738334191,0.38013593
SX.po,MSC.po,onehot_cnn_one_branch,0.667358206,0.27779153
SX.pp,AD2.pp,onehot_resnet18,0.635548697,0.222887597
NPC.po,MSC.po,embedding_cnn_one_branch,0.535126395,0.061759856
TH1.po,BL1.po,onehot_cnn_one_branch,0.67287209,0.311762837
SX.pp,AD2.pp,embedding_cnn_one_branch,0.605523846,0.194904381
SX.po,MSC.po,onehot_cnn_two_branch,0.647062861,0.267254411
NPC.po,MSC.po,embedding_cnn_two_branch,0.513808795,0.024399655
TH1.po,BL1.po,onehot_cnn_two_branch,0.679082749,0.285407205
SX.pp,AD2.pp,embedding_cnn_two_branch,0.603054168,0.181868979
NPC.po,MSC.po,embedding_dense,0.508302064,0.011610104
TH1.po,BL1.po,onehot_embedding_dense,0.696054712,0.368898137
SX.po,MSC.po,onehot_embedding_dense,0.674657182,0.328886831
SX.pp,AD2.pp,embedding_dense,0.600159157,0.182027707
NPC.po,MSC.po,onehot_embedding_cnn_one_branch,0.527266219,0.056390102
TH1.po,BL1.po,onehot_dense,0.690891382,0.370042626
SX.po,MSC.po,onehot_dense,0.674728282,0.320304759
SX.pp,AD2.pp,onehot_embedding_cnn_one_branch,0.623868064,0.214953744
TH1.po,BL1.po,onehot_resnet18,0.629633121,0.211719697
NPC.po,MSC.po,onehot_embedding_cnn_two_branch,0.51490076,0.034917972
SX.po,MSC.po,onehot_resnet18,0.640866129,0.239071126
SX.pp,AD2.pp,onehot_embedding_cnn_two_branch,0.609790901,0.202296226
TH1.po,BL1.po,embedding_cnn_one_branch,0.687063858,0.339440001
NPC.po,HCmerge.po,onehot_cnn_one_branch,0.509361391,0.010617464
SX.pp,GM.pp,onehot_cnn_one_branch,0.741479426,0.409540449
TH1.po,BL1.po,embedding_cnn_two_branch,0.722745768,0.384362206
SX.po,MSC.po,embedding_cnn_one_branch,0.664437477,0.289726244
SX.pp,GM.pp,onehot_cnn_two_branch,0.744588327,0.415334308
TH1.po,BL1.po,embedding_dense,0.591560728,0.163334192
NPC.po,HCmerge.po,onehot_cnn_two_branch,0.525089349,0.063024544
SX.po,MSC.po,embedding_cnn_two_branch,0.654075738,0.277467856
SX.pp,GM.pp,onehot_embedding_dense,0.787605504,0.46669697
TH1.po,BL1.po,onehot_embedding_cnn_one_branch,0.711477242,0.364237632
SX.po,MSC.po,embedding_dense,0.667594055,0.310469835
SX.pp,GM.pp,onehot_dense,0.77337136,0.439969638
NPC.po,HCmerge.po,onehot_embedding_dense,0.539205365,0.119373041
TH1.po,BL1.po,onehot_embedding_cnn_two_branch,0.682763055,0.310259508
SX.po,MSC.po,onehot_embedding_cnn_one_branch,0.672746124,0.300962546
SX.pp,GM.pp,onehot_resnet18,0.727097545,0.354912917
NPC.po,HCmerge.po,onehot_dense,0.525032795,0.047405527
TH1.po,AO.po,onehot_cnn_one_branch,0.590006287,0.179806637
SX.po,MSC.po,onehot_embedding_cnn_two_branch,0.665653698,0.289025828
SX.pp,GM.pp,embedding_cnn_one_branch,0.717830501,0.374623276
NPC.po,HCmerge.po,onehot_resnet18,0.523053728,0.041113565
TH1.po,AO.po,onehot_cnn_two_branch,0.62444273,0.18488206
SX.po,HCmerge.po,onehot_cnn_one_branch,0.566173311,0.120233737
SX.pp,GM.pp,embedding_cnn_two_branch,0.726093038,0.385948449
TH1.po,AO.po,onehot_embedding_dense,0.62625743,0.216607654
NPC.po,HCmerge.po,embedding_cnn_one_branch,0.518535668,0.037956657
SX.pp,GM.pp,embedding_dense,0.66174109,0.264495201
TH1.po,AO.po,onehot_dense,0.631496723,0.24249608
SX.po,HCmerge.po,onehot_cnn_two_branch,0.577208884,0.137421131
SX.pp,GM.pp,onehot_embedding_cnn_one_branch,0.71741608,0.362469003
NPC.po,HCmerge.po,embedding_cnn_two_branch,0.518028977,0.03576673
TH1.po,AO.po,onehot_resnet18,0.580246914,0.132548952
SX.pp,GM.pp,onehot_embedding_cnn_two_branch,0.705721612,0.355916684
SX.po,HCmerge.po,onehot_embedding_dense,0.581524033,0.170758941
NPC.po,HCmerge.po,embedding_dense,0.512018264,0.020966692
TH1.po,AO.po,embedding_cnn_one_branch,0.610684251,0.194967774
SX.pp,SX.pp,onehot_cnn_one_branch,0.701685813,0.334222818
SX.po,HCmerge.po,onehot_dense,0.57829162,0.175706742
NPC.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.54216039,0.082933276
TH1.po,AO.po,embedding_cnn_two_branch,0.572027905,0.12969896
SX.pp,SX.pp,onehot_cnn_two_branch,0.681148789,0.291169569
TH1.po,AO.po,embedding_dense,0.493233945,0.007459136
SX.po,HCmerge.po,onehot_resnet18,0.555710543,0.11486963
NPC.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.520454896,0.045739039
SX.pp,SX.pp,onehot_embedding_dense,0.747050519,0.319798681
TH1.po,AO.po,onehot_embedding_cnn_one_branch,0.600955657,0.174336056
SX.po,HCmerge.po,embedding_cnn_one_branch,0.571407425,0.150694787
SX.pp,SX.pp,onehot_dense,0.744957785,0.378083881
NPC.po,SX.po,onehot_cnn_one_branch,0.556523642,0.085960023
TH1.po,AO.po,onehot_embedding_cnn_two_branch,0.615883028,0.187096493
SX.po,HCmerge.po,embedding_cnn_two_branch,0.580424128,0.154941642
SX.pp,SX.pp,onehot_resnet18,0.644545329,0.223519369
TH1.po,LI11.po,onehot_cnn_one_branch,0.646267591,0.266973867
NPC.po,SX.po,onehot_cnn_two_branch,0.580491029,0.145660123
SX.po,HCmerge.po,embedding_dense,0.570934893,0.151993604
SX.pp,SX.pp,embedding_cnn_one_branch,0.708594239,0.364475382
TH1.po,LI11.po,onehot_cnn_two_branch,0.683860534,0.289478335
SX.pp,SX.pp,embedding_cnn_two_branch,0.731697865,0.393914005
SX.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.57504156,0.155593803
TH1.po,LI11.po,onehot_embedding_dense,0.695752993,0.3051381
NPC.po,SX.po,onehot_embedding_dense,0.590081297,0.136518231
SX.pp,SX.pp,embedding_dense,0.664712298,0.294503159
TH1.po,LI11.po,onehot_dense,0.709834068,0.351938376
SX.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.582424325,0.150814885
SX.pp,SX.pp,onehot_embedding_cnn_one_branch,0.728337237,0.392617412
NPC.po,SX.po,onehot_dense,0.5756995,0.13414277
TH1.po,LI11.po,onehot_resnet18,0.633724008,0.211221715
SX.po,SX.po,onehot_cnn_one_branch,0.717480373,0.332876731
SX.pp,SX.pp,onehot_embedding_cnn_two_branch,0.6968791,0.344860084
TH1.po,LI11.po,embedding_cnn_one_branch,0.664309013,0.289571344
NPC.po,SX.po,onehot_resnet18,0.525285964,0.051526923
SX.pp,X5628FC.pp,onehot_cnn_one_branch,0.724566251,0.394100964
TH1.po,LI11.po,embedding_cnn_two_branch,0.662340077,0.28133862
SX.po,SX.po,onehot_cnn_two_branch,0.722840987,0.368757049
NPC.po,SX.po,embedding_cnn_one_branch,0.538788406,0.074885757
SX.pp,X5628FC.pp,onehot_cnn_two_branch,0.72673684,0.414845479
TH1.po,LI11.po,embedding_dense,0.568608562,0.121201499
SX.pp,X5628FC.pp,onehot_embedding_dense,0.759221931,0.438985791
TH1.po,LI11.po,onehot_embedding_cnn_one_branch,0.674643817,0.308581249
SX.po,SX.po,onehot_embedding_dense,0.760674079,0.401524352
NPC.po,SX.po,embedding_cnn_two_branch,0.492401516,-0.012888276
SX.pp,X5628FC.pp,onehot_dense,0.754711137,0.457226613
TH1.po,LI11.po,onehot_embedding_cnn_two_branch,0.690099545,0.308841075
NPC.po,SX.po,embedding_dense,0.517619612,0.029448996
SX.po,SX.po,onehot_dense,0.76050049,0.399972299
SX.pp,X5628FC.pp,onehot_resnet18,0.711663168,0.327877835
TH1.po,CM.po,onehot_cnn_one_branch,0.64342155,0.26203412
NPC.po,SX.po,onehot_embedding_cnn_one_branch,0.534682971,0.065751628
SX.pp,X5628FC.pp,embedding_cnn_one_branch,0.727321921,0.393462295
SX.po,SX.po,onehot_resnet18,0.697755498,0.324731648
TH1.po,CM.po,onehot_cnn_two_branch,0.679974008,0.289310005
SX.pp,X5628FC.pp,embedding_cnn_two_branch,0.735950413,0.399108851
NPC.po,SX.po,onehot_embedding_cnn_two_branch,0.538285946,0.074117746
TH1.po,CM.po,onehot_embedding_dense,0.696750945,0.327769466
SX.po,SX.po,embedding_cnn_one_branch,0.750927543,0.43016401
SX.pp,X5628FC.pp,embedding_dense,0.694829791,0.333443962
TH1.po,CM.po,onehot_dense,0.692889887,0.333272969
SX.po,SX.po,embedding_cnn_two_branch,0.749106955,0.430820827
NPC.po,X5628FC.po,onehot_cnn_one_branch,0.551428189,0.082071272
SX.pp,X5628FC.pp,onehot_embedding_cnn_one_branch,0.733653089,0.392729818
TH1.po,CM.po,onehot_resnet18,0.606649338,0.164263989
SX.pp,X5628FC.pp,onehot_embedding_cnn_two_branch,0.73532074,0.413588458
SX.po,SX.po,embedding_dense,0.748806025,0.432593007
TH1.po,CM.po,embedding_cnn_one_branch,0.654794313,0.275102051
NPC.po,X5628FC.po,onehot_cnn_two_branch,0.566587284,0.109338697
X5628FC.po,NPC.po,onehot_cnn_one_branch,0.594861513,0.188905925
TH1.po,CM.po,embedding_cnn_two_branch,0.662578456,0.287367865
SX.po,SX.po,onehot_embedding_cnn_one_branch,0.757775261,0.442726498
X5628FC.po,NPC.po,onehot_cnn_two_branch,0.633090765,0.216530484
TH1.po,CM.po,embedding_dense,0.573082086,0.122909854
NPC.po,X5628FC.po,onehot_embedding_dense,0.566388097,0.103971748
SX.po,SX.po,onehot_embedding_cnn_two_branch,0.753992001,0.436786682
X5628FC.po,NPC.po,onehot_embedding_dense,0.675626841,0.226460878
TH1.po,CM.po,onehot_embedding_cnn_one_branch,0.668628063,0.289553446
NPC.po,X5628FC.po,onehot_dense,0.568640231,0.127028979
X5628FC.po,NPC.po,onehot_dense,0.691195762,0.254551969
SX.po,X5628FC.po,onehot_cnn_one_branch,0.692457259,0.317692787
TH1.po,CM.po,onehot_embedding_cnn_two_branch,0.679380293,0.298644824
X5628FC.po,NPC.po,onehot_resnet18,0.618103512,0.211870772
TH1.po,H1.po,onehot_cnn_one_branch,0.598521375,0.174964366
NPC.po,X5628FC.po,onehot_resnet18,0.492368899,-0.006403253
X5628FC.po,NPC.po,embedding_cnn_one_branch,0.618010653,0.211158707
SX.po,X5628FC.po,onehot_cnn_two_branch,0.695854831,0.327072269
TH1.po,H1.po,onehot_cnn_two_branch,0.632059467,0.192792904
X5628FC.po,NPC.po,embedding_cnn_two_branch,0.607655147,0.196754608
NPC.po,X5628FC.po,embedding_cnn_one_branch,0.551776782,0.098776995
X5628FC.po,NPC.po,embedding_dense,0.652421652,0.266145813
TH1.po,H1.po,onehot_embedding_dense,0.612735092,0.2372497
SX.po,X5628FC.po,onehot_embedding_dense,0.717036851,0.364485509
X5628FC.po,NPC.po,onehot_embedding_cnn_one_branch,0.626384244,0.235643344
NPC.po,X5628FC.po,embedding_cnn_two_branch,0.522032231,0.035877266
TH1.po,H1.po,onehot_dense,0.612656584,0.246691045
SX.po,X5628FC.po,onehot_dense,0.715000776,0.364410514
X5628FC.po,NPC.po,onehot_embedding_cnn_two_branch,0.58634956,0.176702899
NPC.po,X5628FC.po,embedding_dense,0.522758814,0.041000958
TH1.po,H1.po,onehot_resnet18,0.569869907,0.112350588
X5628FC.po,GM.po,onehot_cnn_one_branch,0.786934852,0.4973535
TH1.po,H1.po,embedding_cnn_one_branch,0.618139121,0.218730089
SX.po,X5628FC.po,onehot_resnet18,0.678867753,0.299959374
NPC.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.52384947,0.053662112
X5628FC.po,GM.po,onehot_cnn_two_branch,0.756831613,0.39564926
TH1.po,H1.po,embedding_cnn_two_branch,0.616397041,0.212358714
SX.po,X5628FC.po,embedding_cnn_one_branch,0.689042796,0.339461808
X5628FC.po,GM.po,onehot_embedding_dense,0.783253827,0.48399331
NPC.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.533387632,0.065298194
TH1.po,H1.po,embedding_dense,0.566325669,0.121090941
X5628FC.po,GM.po,onehot_dense,0.798718405,0.507937175
SX.po,X5628FC.po,embedding_cnn_two_branch,0.691089302,0.342545577
TH1.po,H1.po,onehot_embedding_cnn_one_branch,0.651353757,0.261673441
X5628FC.po,GM.po,onehot_resnet18,0.746343895,0.411008523
TH1.po,H1.po,onehot_embedding_cnn_two_branch,0.630057404,0.219011681
SX.po,X5628FC.po,embedding_dense,0.684295141,0.332792772
X5628FC.po,GM.po,embedding_cnn_one_branch,0.778578373,0.483623282
X5628FC.pp,ME.pp,onehot_cnn_one_branch,0.634169822,0.23349691
X5628FC.po,GM.po,embedding_cnn_two_branch,0.755089495,0.434591691
TH1.po,TH1.po,onehot_cnn_one_branch,0.668827763,0.295786056
