model.h5,test data,model name, AUC, pearson correlation coefficient
IMR90.po,LI11.po,onehot_embedding_cnn_one_branch,0.667351147,0.274509153
GM.pp,SX.pp,onehot_cnn_two_branch,0.706638062,0.364920898
HCmerge.po,CM.po,onehot_cnn_two_branch,0.677854442,0.319766531
H1.po,CM.po,onehot_cnn_two_branch,0.695458412,0.317295672
IMR90.po,LI11.po,onehot_embedding_cnn_two_branch,0.67722118,0.324718786
GM.pp,SX.pp,onehot_embedding_dense,0.745184775,0.380071582
GM.pp,SX.pp,onehot_dense,0.72810519,0.388410439
HCmerge.po,CM.po,onehot_embedding_dense,0.689917297,0.329567268
H1.po,CM.po,onehot_embedding_dense,0.706505198,0.324395573
IMR90.po,CM.po,onehot_cnn_one_branch,0.696833648,0.327271062
HCmerge.po,CM.po,onehot_dense,0.681788752,0.318310517
H1.po,CM.po,onehot_dense,0.663416824,0.295238164
GM.pp,SX.pp,onehot_resnet18,0.640775087,0.221139677
IMR90.po,CM.po,onehot_cnn_two_branch,0.691176749,0.329901276
HCmerge.po,CM.po,onehot_resnet18,0.624428166,0.222833376
H1.po,CM.po,onehot_resnet18,0.597164461,0.148466654
GM.pp,SX.pp,embedding_cnn_one_branch,0.701950493,0.334126865
IMR90.po,CM.po,onehot_embedding_dense,0.727351134,0.381138797
HCmerge.po,CM.po,embedding_cnn_one_branch,0.65054541,0.268244135
H1.po,CM.po,embedding_cnn_one_branch,0.676502004,0.313859322
IMR90.po,CM.po,onehot_dense,0.728591682,0.381875899
GM.pp,SX.pp,embedding_cnn_two_branch,0.693557228,0.338464452
HCmerge.po,CM.po,embedding_cnn_two_branch,0.664279908,0.291604544
H1.po,CM.po,embedding_cnn_two_branch,0.690657139,0.334938107
GM.pp,SX.pp,embedding_dense,0.703495164,0.361606137
IMR90.po,CM.po,onehot_resnet18,0.671970699,0.276136913
HCmerge.po,CM.po,embedding_dense,0.65694476,0.269267654
H1.po,CM.po,embedding_dense,0.652402828,0.283036914
GM.pp,SX.pp,onehot_embedding_cnn_one_branch,0.731188511,0.397043769
IMR90.po,CM.po,embedding_cnn_one_branch,0.706239602,0.365934476
H1.po,CM.po,onehot_embedding_cnn_one_branch,0.715087152,0.356427724
HCmerge.po,CM.po,onehot_embedding_cnn_one_branch,0.662975461,0.282772023
GM.pp,SX.pp,onehot_embedding_cnn_two_branch,0.712757653,0.376588414
IMR90.po,CM.po,embedding_cnn_two_branch,0.705289625,0.359132776
HCmerge.po,CM.po,onehot_embedding_cnn_two_branch,0.646925098,0.270628574
H1.po,CM.po,onehot_embedding_cnn_two_branch,0.718135587,0.35011243
IMR90.po,CM.po,embedding_dense,0.711977276,0.377114418
GM.pp,X5628FC.pp,onehot_cnn_one_branch,0.697100801,0.312478215
HCmerge.po,H1.po,onehot_cnn_one_branch,0.617564271,0.206044925
H1.po,H1.po,onehot_cnn_one_branch,0.645061102,0.218873453
IMR90.po,CM.po,onehot_embedding_cnn_one_branch,0.704060799,0.331242892
GM.pp,X5628FC.pp,onehot_cnn_two_branch,0.685222787,0.315272617
HCmerge.po,H1.po,onehot_cnn_two_branch,0.627969409,0.229735368
H1.po,H1.po,onehot_cnn_two_branch,0.674650832,0.280637319
IMR90.po,CM.po,onehot_embedding_cnn_two_branch,0.707619669,0.374265925
GM.pp,X5628FC.pp,onehot_embedding_dense,0.72260215,0.3853101
GM.pp,X5628FC.pp,onehot_dense,0.702865276,0.348680657
HCmerge.po,H1.po,onehot_embedding_dense,0.62153561,0.232690453
H1.po,H1.po,onehot_embedding_dense,0.680347425,0.252656882
IMR90.po,H1.po,onehot_cnn_one_branch,0.630843555,0.266025985
H1.po,H1.po,onehot_dense,0.657660625,0.287698488
HCmerge.po,H1.po,onehot_dense,0.632030744,0.234726639
GM.pp,X5628FC.pp,onehot_resnet18,0.664549338,0.262044192
IMR90.po,H1.po,onehot_cnn_two_branch,0.647619303,0.263379236
HCmerge.po,H1.po,onehot_resnet18,0.588558561,0.163872353
H1.po,H1.po,onehot_resnet18,0.559081805,0.093116162
GM.pp,X5628FC.pp,embedding_cnn_one_branch,0.703227076,0.34103652
IMR90.po,H1.po,onehot_embedding_dense,0.684548543,0.332757428
IMR90.po,H1.po,onehot_dense,0.677073081,0.29870381
HCmerge.po,H1.po,embedding_cnn_one_branch,0.590311886,0.169001252
H1.po,H1.po,embedding_cnn_one_branch,0.612187653,0.20623925
GM.pp,X5628FC.pp,embedding_cnn_two_branch,0.706808343,0.366123057
GM.pp,X5628FC.pp,embedding_dense,0.705406336,0.365441289
HCmerge.po,H1.po,embedding_cnn_two_branch,0.58944852,0.162293042
H1.po,H1.po,embedding_cnn_two_branch,0.65288863,0.268266005
IMR90.po,H1.po,onehot_resnet18,0.635161477,0.227965365
GM.pp,X5628FC.pp,onehot_embedding_cnn_one_branch,0.713606848,0.378829611
IMR90.po,H1.po,embedding_cnn_one_branch,0.660589851,0.293711703
H1.po,H1.po,embedding_dense,0.665071679,0.28780605
HCmerge.po,H1.po,embedding_dense,0.603047489,0.1744901
GM.pp,X5628FC.pp,onehot_embedding_cnn_two_branch,0.7059573,0.374366048
IMR90.po,H1.po,embedding_cnn_two_branch,0.651641546,0.27119362
HCmerge.po,H1.po,onehot_embedding_cnn_one_branch,0.602264704,0.180227679
H1.po,H1.po,onehot_embedding_cnn_one_branch,0.651806545,0.251209873
IMR90.po,H1.po,embedding_dense,0.677039845,0.32036419
HCmerge.po,H1.po,onehot_embedding_cnn_two_branch,0.583347403,0.169064214
H1.po,H1.po,onehot_embedding_cnn_two_branch,0.632985173,0.217468134
IMR90.pp,ME.pp,onehot_cnn_one_branch,0.658820984,0.266499516
IMR90.po,H1.po,onehot_embedding_cnn_one_branch,0.644836306,0.248636473
IMR90.pp,ME.pp,onehot_cnn_two_branch,0.654829638,0.317807042
HCmerge.po,TH1.po,onehot_cnn_one_branch,0.605541088,0.209051535
H1.po,TH1.po,onehot_cnn_one_branch,0.633633837,0.239091143
IMR90.po,H1.po,onehot_embedding_cnn_two_branch,0.630241589,0.252763696
IMR90.pp,ME.pp,onehot_embedding_dense,0.66443483,0.324178017
HCmerge.po,TH1.po,onehot_cnn_two_branch,0.628392349,0.224389851
H1.po,TH1.po,onehot_cnn_two_branch,0.646861135,0.235690653
IMR90.po,TH1.po,onehot_cnn_one_branch,0.643562223,0.244682518
IMR90.pp,ME.pp,onehot_dense,0.626846944,0.212475816
HCmerge.po,TH1.po,onehot_embedding_dense,0.631285868,0.2528851
H1.po,TH1.po,onehot_embedding_dense,0.682418258,0.280816939
IMR90.pp,ME.pp,onehot_resnet18,0.633293672,0.184282433
IMR90.po,TH1.po,onehot_cnn_two_branch,0.66375205,0.286609459
HCmerge.po,TH1.po,onehot_dense,0.635755751,0.243439413
H1.po,TH1.po,onehot_dense,0.651897666,0.27380329
IMR90.pp,ME.pp,embedding_cnn_one_branch,0.551459059,0.087532095
IMR90.po,TH1.po,onehot_embedding_dense,0.683200412,0.30975498
HCmerge.po,TH1.po,onehot_resnet18,0.590725369,0.165786591
H1.po,TH1.po,onehot_resnet18,0.591275439,0.142797906
IMR90.pp,ME.pp,embedding_cnn_two_branch,0.687325784,0.329177811
IMR90.po,TH1.po,onehot_dense,0.686146677,0.305771165
IMR90.pp,ME.pp,embedding_dense,0.476175958,-0.025486819
H1.po,TH1.po,embedding_cnn_one_branch,0.623729079,0.221362105
HCmerge.po,TH1.po,embedding_cnn_one_branch,0.600155029,0.172405566
IMR90.po,TH1.po,onehot_resnet18,0.640866127,0.233273653
IMR90.pp,ME.pp,onehot_embedding_cnn_one_branch,0.728222997,0.392048011
IMR90.po,TH1.po,embedding_cnn_one_branch,0.647773646,0.268024474
HCmerge.po,TH1.po,embedding_cnn_two_branch,0.609631701,0.191082421
H1.po,TH1.po,embedding_cnn_two_branch,0.619005824,0.214604294
IMR90.pp,ME.pp,onehot_embedding_cnn_two_branch,0.506946864,0.016760192
IMR90.po,TH1.po,embedding_cnn_two_branch,0.661656879,0.288588137
HCmerge.po,TH1.po,embedding_dense,0.595163338,0.158732193
H1.po,TH1.po,embedding_dense,0.620688823,0.206161775
IMR90.pp,IMR90.pp,onehot_cnn_one_branch,0.565699673,0.107880517
IMR90.po,TH1.po,embedding_dense,0.669851697,0.31094147
HCmerge.po,TH1.po,onehot_embedding_cnn_one_branch,0.604003607,0.176433284
H1.po,TH1.po,onehot_embedding_cnn_one_branch,0.634146783,0.217618969
IMR90.pp,IMR90.pp,onehot_cnn_two_branch,0.689901607,0.30639082
IMR90.po,TH1.po,onehot_embedding_cnn_one_branch,0.648232097,0.251629849
H1.po,TH1.po,onehot_embedding_cnn_two_branch,0.615350278,0.177443506
HCmerge.po,TH1.po,onehot_embedding_cnn_two_branch,0.609788539,0.195995085
IMR90.pp,IMR90.pp,onehot_embedding_dense,0.727666853,0.368502579
IMR90.po,TH1.po,onehot_embedding_cnn_two_branch,0.636532539,0.253133937
HCmerge.po,IMR90.po,onehot_cnn_one_branch,0.606890861,0.196984001
H1.po,IMR90.po,onehot_cnn_one_branch,0.618971117,0.185774889
IMR90.pp,IMR90.pp,onehot_dense,0.681806635,0.312169203
IMR90.po,IMR90.po,onehot_cnn_one_branch,0.715476879,0.357866461
IMR90.pp,IMR90.pp,onehot_resnet18,0.620620163,0.194633962
HCmerge.po,IMR90.po,onehot_cnn_two_branch,0.631505876,0.220989659
H1.po,IMR90.po,onehot_cnn_two_branch,0.644795232,0.231685424
IMR90.po,IMR90.po,onehot_cnn_two_branch,0.708182,0.346786616
IMR90.pp,IMR90.pp,embedding_cnn_one_branch,0.557275436,0.098235702
H1.po,IMR90.po,onehot_embedding_dense,0.66056925,0.271970585
HCmerge.po,IMR90.po,onehot_embedding_dense,0.634705526,0.243895329
IMR90.pp,IMR90.pp,embedding_cnn_two_branch,0.588965517,0.150141527
IMR90.po,IMR90.po,onehot_embedding_dense,0.751292683,0.398923672
H1.po,IMR90.po,onehot_dense,0.647789449,0.259829661
HCmerge.po,IMR90.po,onehot_dense,0.635795797,0.241090679
IMR90.pp,IMR90.pp,embedding_dense,0.496347382,-0.003685781
IMR90.po,IMR90.po,onehot_dense,0.750446111,0.350692386
IMR90.pp,IMR90.pp,onehot_embedding_cnn_one_branch,0.638893146,0.238639987
HCmerge.po,IMR90.po,onehot_resnet18,0.615621757,0.193996145
H1.po,IMR90.po,onehot_resnet18,0.605701902,0.172071298
IMR90.po,IMR90.po,onehot_resnet18,0.666531502,0.260587713
IMR90.pp,IMR90.pp,onehot_embedding_cnn_two_branch,0.487305236,-0.026366743
HCmerge.po,IMR90.po,embedding_cnn_one_branch,0.632520207,0.237064614
H1.po,IMR90.po,embedding_cnn_one_branch,0.614457459,0.202413676
IMR90.pp,MSC.pp,onehot_cnn_one_branch,0.670376502,0.288160588
IMR90.po,IMR90.po,embedding_cnn_one_branch,0.731984308,0.403166829
HCmerge.po,IMR90.po,embedding_cnn_two_branch,0.623414216,0.2242118
H1.po,IMR90.po,embedding_cnn_two_branch,0.627167933,0.229124492
IMR90.pp,MSC.pp,onehot_cnn_two_branch,0.725835532,0.361924564
IMR90.po,IMR90.po,embedding_cnn_two_branch,0.727138893,0.392052638
HCmerge.po,IMR90.po,embedding_dense,0.632516174,0.226408312
H1.po,IMR90.po,embedding_dense,0.643595825,0.253049671
IMR90.pp,MSC.pp,onehot_embedding_dense,0.735022702,0.454798911
IMR90.po,IMR90.po,embedding_dense,0.755420841,0.446818775
IMR90.pp,MSC.pp,onehot_dense,0.687537904,0.321199576
HCmerge.po,IMR90.po,onehot_embedding_cnn_one_branch,0.642044324,0.25236808
H1.po,IMR90.po,onehot_embedding_cnn_one_branch,0.641100517,0.233322619
IMR90.po,IMR90.po,onehot_embedding_cnn_one_branch,0.72567411,0.380282414
IMR90.pp,MSC.pp,onehot_resnet18,0.674916816,0.259086236
IMR90.po,IMR90.po,onehot_embedding_cnn_two_branch,0.734548855,0.409451514
H1.po,IMR90.po,onehot_embedding_cnn_two_branch,0.64807017,0.234874982
HCmerge.po,IMR90.po,onehot_embedding_cnn_two_branch,0.631790168,0.24768237
IMR90.pp,MSC.pp,embedding_cnn_one_branch,0.609768908,0.200129922
IMR90.po,MSC.po,onehot_cnn_one_branch,0.683213752,0.313964017
H1.po,MSC.po,onehot_cnn_one_branch,0.604678249,0.15029309
HCmerge.po,MSC.po,onehot_cnn_one_branch,0.589314233,0.195456117
IMR90.pp,MSC.pp,embedding_cnn_two_branch,0.677767201,0.314496195
IMR90.pp,MSC.pp,embedding_dense,0.555803571,0.11084655
IMR90.po,MSC.po,onehot_cnn_two_branch,0.66587293,0.282518458
HCmerge.po,MSC.po,onehot_cnn_two_branch,0.615246147,0.191453932
H1.po,MSC.po,onehot_cnn_two_branch,0.619461964,0.203168325
IMR90.pp,MSC.pp,onehot_embedding_cnn_one_branch,0.697774422,0.345543848
IMR90.po,MSC.po,onehot_embedding_dense,0.697317708,0.355884104
IMR90.pp,MSC.pp,onehot_embedding_cnn_two_branch,0.521369485,0.032899974
H1.po,MSC.po,onehot_embedding_dense,0.641564381,0.2355708
HCmerge.po,MSC.po,onehot_embedding_dense,0.637558575,0.22651857
IMR90.po,MSC.po,onehot_dense,0.693721648,0.331952958
IMR90.pp,AD2.pp,onehot_cnn_one_branch,0.615185185,0.200753065
HCmerge.po,MSC.po,onehot_dense,0.62765564,0.225027323
H1.po,MSC.po,onehot_dense,0.619096193,0.213990886
IMR90.pp,AD2.pp,onehot_cnn_two_branch,0.670665295,0.31347457
IMR90.po,MSC.po,onehot_resnet18,0.66491905,0.272586517
H1.po,MSC.po,onehot_resnet18,0.563112717,0.105110328
HCmerge.po,MSC.po,onehot_resnet18,0.598900715,0.180075438
IMR90.pp,AD2.pp,onehot_embedding_dense,0.651481481,0.272406461
IMR90.po,MSC.po,embedding_cnn_one_branch,0.690678385,0.34282257
IMR90.pp,AD2.pp,onehot_dense,0.604334705,0.164640656
HCmerge.po,MSC.po,embedding_cnn_one_branch,0.608813897,0.188238013
H1.po,MSC.po,embedding_cnn_one_branch,0.5579186,0.108060874
IMR90.po,MSC.po,embedding_cnn_two_branch,0.700027978,0.349604527
IMR90.pp,AD2.pp,onehot_resnet18,0.592167353,0.123288165
HCmerge.po,MSC.po,embedding_cnn_two_branch,0.623094204,0.221437848
H1.po,MSC.po,embedding_cnn_two_branch,0.579274053,0.145570953
IMR90.po,MSC.po,embedding_dense,0.700776801,0.358838263
IMR90.pp,AD2.pp,embedding_cnn_one_branch,0.54157291,0.070056791
HCmerge.po,MSC.po,embedding_dense,0.600586715,0.167070498
H1.po,MSC.po,embedding_dense,0.58822208,0.161974875
IMR90.pp,AD2.pp,embedding_cnn_two_branch,0.605839416,0.187816245
IMR90.po,MSC.po,onehot_embedding_cnn_one_branch,0.698702725,0.331036672
IMR90.pp,AD2.pp,embedding_dense,0.523640305,0.041027474
HCmerge.po,MSC.po,onehot_embedding_cnn_one_branch,0.615794411,0.197236835
H1.po,MSC.po,onehot_embedding_cnn_one_branch,0.594634805,0.161348096
IMR90.po,MSC.po,onehot_embedding_cnn_two_branch,0.691539943,0.347976316
IMR90.pp,AD2.pp,onehot_embedding_cnn_one_branch,0.643666648,0.257733598
HCmerge.po,MSC.po,onehot_embedding_cnn_two_branch,0.604976795,0.199116146
H1.po,MSC.po,onehot_embedding_cnn_two_branch,0.573250551,0.117990208
IMR90.po,HCmerge.po,onehot_cnn_one_branch,0.581451682,0.159839033
IMR90.pp,AD2.pp,onehot_embedding_cnn_two_branch,0.466330059,-0.072275444
HCmerge.po,HCmerge.po,onehot_cnn_one_branch,0.698266863,0.321499693
H1.po,HCmerge.po,onehot_cnn_one_branch,0.556393928,0.128230354
IMR90.pp,GM.pp,onehot_cnn_one_branch,0.683457304,0.326179514
IMR90.po,HCmerge.po,onehot_cnn_two_branch,0.597711056,0.18722099
IMR90.pp,GM.pp,onehot_cnn_two_branch,0.736995928,0.414365079
HCmerge.po,HCmerge.po,onehot_cnn_two_branch,0.732979835,0.3849899
H1.po,HCmerge.po,onehot_cnn_two_branch,0.564433729,0.11030854
IMR90.po,HCmerge.po,onehot_embedding_dense,0.617072043,0.253540453
IMR90.pp,GM.pp,onehot_embedding_dense,0.760781593,0.427910515
IMR90.po,HCmerge.po,onehot_dense,0.612867789,0.245209385
IMR90.pp,GM.pp,onehot_dense,0.708058735,0.366716458
H1.po,HCmerge.po,onehot_embedding_dense,0.584757394,0.189561824
HCmerge.po,HCmerge.po,onehot_embedding_dense,0.757125778,0.397656057
IMR90.pp,GM.pp,onehot_resnet18,0.715561208,0.322506495
IMR90.po,HCmerge.po,onehot_resnet18,0.581202719,0.137599645
H1.po,HCmerge.po,onehot_dense,0.538220887,0.093738725
HCmerge.po,HCmerge.po,onehot_dense,0.76041822,0.402041663
IMR90.pp,GM.pp,embedding_cnn_one_branch,0.644982905,0.253934816
IMR90.po,HCmerge.po,embedding_cnn_one_branch,0.589547735,0.177896789
IMR90.pp,GM.pp,embedding_cnn_two_branch,0.639180999,0.238456667
H1.po,HCmerge.po,onehot_resnet18,0.531661279,0.046959086
HCmerge.po,HCmerge.po,onehot_resnet18,0.672117842,0.287995265
IMR90.pp,GM.pp,embedding_dense,0.525214981,0.029837685
IMR90.po,HCmerge.po,embedding_cnn_two_branch,0.586925086,0.164391962
HCmerge.po,HCmerge.po,embedding_cnn_one_branch,0.741747446,0.411364925
H1.po,HCmerge.po,embedding_cnn_one_branch,0.58457128,0.159152111
IMR90.pp,GM.pp,onehot_embedding_cnn_one_branch,0.662699441,0.283129576
IMR90.po,HCmerge.po,embedding_dense,0.586821976,0.16891979
HCmerge.po,HCmerge.po,embedding_cnn_two_branch,0.741672803,0.418818529
H1.po,HCmerge.po,embedding_cnn_two_branch,0.569280081,0.135207724
IMR90.pp,GM.pp,onehot_embedding_cnn_two_branch,0.519607335,0.033266372
IMR90.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.610072215,0.188900294
IMR90.pp,SX.pp,onehot_cnn_one_branch,0.615468512,0.204574509
HCmerge.po,HCmerge.po,embedding_dense,0.755854784,0.429483765
H1.po,HCmerge.po,embedding_dense,0.571331517,0.137003438
IMR90.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.597804717,0.18765804
IMR90.pp,SX.pp,onehot_cnn_two_branch,0.637054671,0.265173902
HCmerge.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.7591856,0.44255773
H1.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.592737803,0.158051592
IMR90.pp,SX.pp,onehot_embedding_dense,0.66742699,0.276138094
IMR90.po,SX.po,onehot_cnn_one_branch,0.6303536,0.223950132
HCmerge.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.746055272,0.433562559
H1.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.591544137,0.150714939
IMR90.pp,SX.pp,onehot_dense,0.666884429,0.297429644
IMR90.po,SX.po,onehot_cnn_two_branch,0.633759338,0.225468672
IMR90.pp,SX.pp,onehot_resnet18,0.632384775,0.186729409
HCmerge.po,SX.po,onehot_cnn_one_branch,0.567116869,0.119333634
H1.po,SX.po,onehot_cnn_one_branch,0.60232781,0.166440597
IMR90.pp,SX.pp,embedding_cnn_one_branch,0.55726632,0.106833195
IMR90.po,SX.po,onehot_embedding_dense,0.651380297,0.265788414
IMR90.pp,SX.pp,embedding_cnn_two_branch,0.636542816,0.239934126
HCmerge.po,SX.po,onehot_cnn_two_branch,0.590046813,0.160307734
H1.po,SX.po,onehot_cnn_two_branch,0.606107807,0.169122783
IMR90.pp,SX.pp,embedding_dense,0.514497207,0.024823707
IMR90.po,SX.po,onehot_dense,0.668257024,0.276573454
IMR90.pp,SX.pp,onehot_embedding_cnn_one_branch,0.65412106,0.272745086
HCmerge.po,SX.po,onehot_embedding_dense,0.592992569,0.196439441
H1.po,SX.po,onehot_embedding_dense,0.638605029,0.198109818
IMR90.po,SX.po,onehot_resnet18,0.630427244,0.203210402
IMR90.pp,SX.pp,onehot_embedding_cnn_two_branch,0.529498231,0.051281424
HCmerge.po,SX.po,onehot_dense,0.589744444,0.193280552
H1.po,SX.po,onehot_dense,0.631348767,0.230285174
IMR90.po,SX.po,embedding_cnn_one_branch,0.629240892,0.230081746
IMR90.pp,X5628FC.pp,onehot_cnn_one_branch,0.615842597,0.196993542
IMR90.pp,X5628FC.pp,onehot_cnn_two_branch,0.63413405,0.215475846
HCmerge.po,SX.po,onehot_resnet18,0.556576439,0.107603823
H1.po,SX.po,onehot_resnet18,0.552529532,0.08257478
IMR90.po,SX.po,embedding_cnn_two_branch,0.639375063,0.24349117
IMR90.pp,X5628FC.pp,onehot_embedding_dense,0.643843934,0.23580467
HCmerge.po,SX.po,embedding_cnn_one_branch,0.580097296,0.14230278
H1.po,SX.po,embedding_cnn_one_branch,0.591177915,0.157107829
IMR90.po,SX.po,embedding_dense,0.652978506,0.27124695
IMR90.pp,X5628FC.pp,onehot_dense,0.63187005,0.224855854
IMR90.po,SX.po,onehot_embedding_cnn_one_branch,0.636735688,0.227208427
HCmerge.po,SX.po,embedding_cnn_two_branch,0.581478767,0.147732713
H1.po,SX.po,embedding_cnn_two_branch,0.58970211,0.165556893
IMR90.pp,X5628FC.pp,onehot_resnet18,0.613406522,0.168966495
IMR90.pp,X5628FC.pp,embedding_cnn_one_branch,0.566617473,0.119228434
HCmerge.po,SX.po,embedding_dense,0.578934115,0.134515573
H1.po,SX.po,embedding_dense,0.592108382,0.161622631
IMR90.po,SX.po,onehot_embedding_cnn_two_branch,0.619945193,0.218149551
IMR90.pp,X5628FC.pp,embedding_cnn_two_branch,0.62906828,0.233274056
HCmerge.po,SX.po,onehot_embedding_cnn_one_branch,0.583092953,0.146848135
H1.po,SX.po,onehot_embedding_cnn_one_branch,0.589492785,0.153970969
IMR90.po,X5628FC.po,onehot_cnn_one_branch,0.616576489,0.213450694
IMR90.pp,X5628FC.pp,embedding_dense,0.526097009,0.051211938
IMR90.pp,X5628FC.pp,onehot_embedding_cnn_one_branch,0.646325266,0.260730829
HCmerge.po,SX.po,onehot_embedding_cnn_two_branch,0.573511916,0.145427831
H1.po,SX.po,onehot_embedding_cnn_two_branch,0.579175015,0.130154967
IMR90.po,X5628FC.po,onehot_cnn_two_branch,0.627019945,0.217186199
IMR90.pp,X5628FC.pp,onehot_embedding_cnn_two_branch,0.504570051,-0.003559672
HCmerge.po,X5628FC.po,onehot_cnn_one_branch,0.634468107,0.244880813
H1.po,X5628FC.po,onehot_cnn_one_branch,0.604008066,0.176496499
IMR90.po,X5628FC.po,onehot_embedding_dense,0.657012718,0.287261491
LI11.po,NPC.po,onehot_cnn_one_branch,0.648016138,0.23790814
HCmerge.po,X5628FC.po,onehot_cnn_two_branch,0.641197949,0.246963915
H1.po,X5628FC.po,onehot_cnn_two_branch,0.622970448,0.210159764
IMR90.po,X5628FC.po,onehot_dense,0.657007406,0.268488093
LI11.po,NPC.po,onehot_cnn_two_branch,0.61388332,0.168227061
H1.po,X5628FC.po,onehot_embedding_dense,0.628393158,0.243501892
HCmerge.po,X5628FC.po,onehot_embedding_dense,0.648043084,0.290710839
LI11.po,NPC.po,onehot_embedding_dense,0.66671617,0.269114082
IMR90.po,X5628FC.po,onehot_resnet18,0.606996486,0.180669822
LI11.po,NPC.po,onehot_dense,0.645899854,0.249219217
HCmerge.po,X5628FC.po,onehot_dense,0.643519602,0.294669087
H1.po,X5628FC.po,onehot_dense,0.642910014,0.261789238
IMR90.po,X5628FC.po,embedding_cnn_one_branch,0.622461612,0.227418635
LI11.po,NPC.po,onehot_resnet18,0.543823173,0.033382509
LI11.po,NPC.po,embedding_cnn_one_branch,0.574879227,0.119007127
IMR90.po,X5628FC.po,embedding_cnn_two_branch,0.624788523,0.226513329
H1.po,X5628FC.po,onehot_resnet18,0.568907687,0.11620911
HCmerge.po,X5628FC.po,onehot_resnet18,0.607187392,0.180534679
LI11.po,NPC.po,embedding_cnn_two_branch,0.599256782,0.171896211
IMR90.po,X5628FC.po,embedding_dense,0.632702429,0.244046746
HCmerge.po,X5628FC.po,embedding_cnn_one_branch,0.636535209,0.240525548
H1.po,X5628FC.po,embedding_cnn_one_branch,0.594623598,0.16585847
LI11.po,NPC.po,embedding_dense,0.549783228,0.098208364
LI11.po,NPC.po,onehot_embedding_cnn_one_branch,0.631239936,0.217614961
IMR90.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.620813742,0.208995279
HCmerge.po,X5628FC.po,embedding_cnn_two_branch,0.625985211,0.229008795
H1.po,X5628FC.po,embedding_cnn_two_branch,0.616361505,0.208862193
LI11.po,NPC.po,onehot_embedding_cnn_two_branch,0.639786944,0.240511766
IMR90.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.61589875,0.215699412
HCmerge.po,X5628FC.po,embedding_dense,0.625213588,0.214043935
H1.po,X5628FC.po,embedding_dense,0.597303167,0.17752862
LI11.po,GM.po,onehot_cnn_one_branch,0.688615166,0.284424468
LI11.po,GM.po,onehot_cnn_two_branch,0.685646137,0.267524197
HCmerge.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.638467864,0.23916514
H1.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.601563827,0.16903013
ME.pp,ME.pp,onehot_cnn_one_branch,0.542671714,0.073968042
LI11.po,GM.po,onehot_embedding_dense,0.748038448,0.422957397
HCmerge.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.616488962,0.222668986
H1.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.605581459,0.172114375
LI11.po,GM.po,onehot_dense,0.7100178,0.354220075
ME.pp,ME.pp,onehot_cnn_two_branch,0.607463494,0.204476863
LI11.po,GM.po,onehot_resnet18,0.612189391,0.172737694
ME.pp,ME.pp,onehot_embedding_dense,0.637382369,0.233296318
MSC.po,NPC.po,onehot_cnn_one_branch,0.655454073,0.230171317
MSC.pp,ME.pp,onehot_cnn_one_branch,0.675651704,0.340489314
ME.pp,ME.pp,onehot_dense,0.641297999,0.217100555
LI11.po,GM.po,embedding_cnn_one_branch,0.582890147,0.152093413
MSC.po,NPC.po,onehot_cnn_two_branch,0.657731244,0.253165162
LI11.po,GM.po,embedding_cnn_two_branch,0.66665237,0.289722898
ME.pp,ME.pp,onehot_resnet18,0.585397512,0.149770524
MSC.pp,ME.pp,onehot_cnn_two_branch,0.655705787,0.257679189
MSC.po,NPC.po,onehot_embedding_dense,0.673176407,0.240773653
ME.pp,ME.pp,embedding_cnn_one_branch,0.573344948,0.144009029
LI11.po,GM.po,embedding_dense,0.599159376,0.183002068
MSC.pp,ME.pp,onehot_embedding_dense,0.682898864,0.341817683
MSC.po,NPC.po,onehot_dense,0.662557857,0.24409205
ME.pp,ME.pp,embedding_cnn_two_branch,0.604856272,0.193052671
LI11.po,GM.po,onehot_embedding_cnn_one_branch,0.674715503,0.287192768
MSC.pp,ME.pp,onehot_dense,0.675868037,0.31130627
MSC.po,NPC.po,onehot_resnet18,0.630974481,0.203020058
ME.pp,ME.pp,embedding_dense,0.498824042,-0.014309891
LI11.po,GM.po,onehot_embedding_cnn_two_branch,0.668239263,0.290621454
MSC.pp,ME.pp,onehot_resnet18,0.59158464,0.153338718
MSC.po,NPC.po,embedding_cnn_one_branch,0.61352657,0.204151924
ME.pp,ME.pp,onehot_embedding_cnn_one_branch,0.597038328,0.181873339
LI11.po,BL1.po,onehot_cnn_one_branch,0.614274044,0.184251536
MSC.pp,ME.pp,embedding_cnn_one_branch,0.580270035,0.149397587
MSC.po,NPC.po,embedding_cnn_two_branch,0.633667781,0.23800755
ME.pp,ME.pp,onehot_embedding_cnn_two_branch,0.642922474,0.258394771
MSC.pp,ME.pp,embedding_cnn_two_branch,0.67587108,0.298482241
LI11.po,BL1.po,onehot_cnn_two_branch,0.60686943,0.182662573
